Loan number,int_rate,loan_amnt,term (months),installment,dti,delinq_2yrs,annual_inc,grade,emp_title,emp_length,home_ownership,verification_status,issue_d
569,0.1284,16000,36,538,17.16,0,80000,C,,10+ years,MORTGAGE,Not Verified,06/01/2009
570,0.0599,3600,36,110,17.37,0,55000,A,,5 years,RENT,Not Verified,07/01/2011
571,0.1793,12000,36,433,2.53,0,129000,E,,< 1 year,RENT,Source Verified,07/01/2010
572,0.1669,1200,36,43,11,0,30000,E,,9 years,OWN,Source Verified,12/01/2010
573,0.1527,8000,36,278,9.75,0,67200,C,,n/a,RENT,Source Verified,10/01/2011
574,0.1727,14500,60,362,9.91,1,98850,D,,3 years,RENT,Verified,10/01/2011
575,0.0766,14400,36,449,12.23,0,90000,A,,9 years,MORTGAGE,Source Verified,03/01/2011
576,0.1528,3000,60,72,20.51,0,44400,D,,5 years,RENT,Not Verified,02/01/2011
577,0.1749,4000,60,100,14.46,0,60000,D,,n/a,MORTGAGE,Not Verified,05/01/2011
578,0.1171,12000,36,397,19.13,0,36000,B,,4 years,MORTGAGE,Source Verified,11/01/2011
579,0.0617,3000,36,91,0.9,0,48000,A,,n/a,MORTGAGE,Not Verified,12/01/2010
580,0.1062,20000,60,431,20.67,0,42500,B,,2 years,RENT,Verified,06/01/2010
581,0.1268,9600,60,217,15.3,0,58516,C,,10+ years,MORTGAGE,Source Verified,01/01/2011
582,0.0788,4750,60,96,13.78,0,35004,A,,1 year,RENT,Not Verified,10/01/2010
583,0.1361,4900,36,167,6.93,1,127000,C,,5 years,MORTGAGE,Not Verified,07/01/2010
584,0.0729,1500,36,47,24.21,0,22800,A,,< 1 year,RENT,Verified,03/01/2011
585,0.0676,4500,36,138,14.74,0,32000,A,,7 years,MORTGAGE,Not Verified,05/01/2010
586,0.1774,20000,36,720,8.89,2,200000,E,,10+ years,MORTGAGE,Verified,10/01/2009
587,0.16,13000,36,457,18.87,0,34977,D,,5 years,MORTGAGE,Not Verified,10/01/2009
588,0.1261,5000,36,168,8.8,0,75000,C,,10+ years,MORTGAGE,Source Verified,11/01/2010
589,0.1629,7800,36,275,21.71,0,93158,D,,10+ years,RENT,Source Verified,10/01/2011
590,0.0579,13000,36,394,13.49,0,96996,A,,10+ years,MORTGAGE,Verified,10/01/2010
591,0.1411,25000,36,856,11.67,0,90000,D,,< 1 year,RENT,Verified,07/01/2009
592,0.0849,7000,36,221,12.22,1,48000,A,,10+ years,MORTGAGE,Not Verified,08/01/2011
593,0.1427,30000,60,702,17.98,0,70000,C,,1 year,MORTGAGE,Verified,12/01/2011
594,0.1645,4800,60,118,16.68,0,40000,E,,10+ years,OWN,Not Verified,09/01/2010
595,0.1558,3500,36,122,0.72,0,40000,D,,10+ years,MORTGAGE,Not Verified,09/01/2010
596,0.1075,6000,36,196,24.92,0,30000,B,,3 years,RENT,Not Verified,07/01/2010
597,0.1062,1500,36,49,15.16,0,38000,B,,3 years,MORTGAGE,Not Verified,04/01/2010
598,0.1348,4000,36,136,8.46,0,28800,C,,2 years,RENT,Not Verified,04/01/2010
599,0.0691,21600,36,666,14.97,0,128000,A,,10+ years,MORTGAGE,Source Verified,11/01/2010
600,0.1903,1500,36,55,16.76,0,64000,E,,2 years,RENT,Not Verified,09/01/2011
601,0.0991,3000,36,97,12.43,0,36000,B,,5 years,RENT,Not Verified,10/01/2011
602,0.2235,35000,60,974,9.65,0,100000,F,,4 years,MORTGAGE,Verified,10/01/2011
603,0.0849,5200,36,164,15.8,0,61250,A,,< 1 year,MORTGAGE,Source Verified,06/01/2011
604,0.1186,5000,36,166,7,0,80000,B,,8 years,MORTGAGE,Not Verified,07/01/2010
605,0.143,12000,36,412,20.87,0,72000,D,,5 years,RENT,Not Verified,11/01/2008
606,0.0999,3000,60,64,19.32,1,30000,B,,8 years,MORTGAGE,Not Verified,05/01/2011
607,0.1599,25000,60,608,15.18,0,125000,D,,10+ years,RENT,Verified,08/01/2011
608,0.0579,12000,36,364,13.7,0,39779,A,,8 years,RENT,Not Verified,04/01/2011
609,0.1817,25000,60,637,10.37,0,93000,F,,10+ years,MORTGAGE,Verified,01/01/2011
610,0.0774,2500,36,78,21.55,0,39200,A,,1 year,RENT,Not Verified,01/01/2010
611,0.1562,4800,36,168,12.35,1,59000,D,,2 years,RENT,Not Verified,07/01/2011
612,0.1065,18500,60,399,26.34,0,40000,B,,10+ years,OWN,Verified,12/01/2011
613,0.0542,8000,36,241,14.73,0,62000,A,,10+ years,RENT,Verified,08/01/2011
614,0.1242,10075,36,337,18.63,0,46000,B,,2 years,MORTGAGE,Verified,12/01/2011
615,0.1689,15350,60,381,17.36,0,84000,D,,10+ years,MORTGAGE,Source Verified,07/01/2011
616,0.1349,1000,36,34,18.52,0,76000,C,,2 years,RENT,Not Verified,12/01/2011
617,0.1316,18000,36,608,18.82,0,45150,C,,1 year,RENT,Source Verified,06/01/2009
618,0.1788,20000,60,507,13.38,0,59000,E,,3 years,RENT,Verified,03/01/2011
619,0.1929,22750,60,594,24.66,0,65353,E,,9 years,MORTGAGE,Verified,08/01/2011
620,0.1149,28000,60,616,18.36,0,100000,B,,10+ years,MORTGAGE,Verified,07/01/2011
621,0.1269,9000,36,302,10.67,0,86250,B,,1 year,RENT,Not Verified,09/01/2011
622,0.1299,9800,60,223,17.66,0,85000,C,,4 years,OWN,Source Verified,05/01/2011
623,0.1596,15000,36,527,14.78,0,48000,C,,6 years,RENT,Not Verified,12/01/2011
624,0.1903,25000,60,649,19.63,0,75000,E,,10+ years,RENT,Verified,12/01/2011
625,0.0807,12000,36,376,8.88,0,20000,A,,1 year,RENT,Not Verified,01/01/2008
626,0.1357,5600,36,190,17.47,0,70000,C,,< 1 year,MORTGAGE,Verified,10/01/2009
627,0.1171,17000,60,376,16.3,0,65000,B,,10+ years,RENT,Source Verified,10/01/2011
628,0.1942,35000,60,916,18.11,0,137000,E,,10+ years,OWN,Verified,12/01/2011
629,0.0999,9000,36,290,24.17,0,85000,B,,10+ years,MORTGAGE,Verified,08/01/2011
630,0.1323,10000,60,229,14.17,0,46000,C,,10+ years,MORTGAGE,Not Verified,06/01/2010
631,0.1059,8500,36,277,5.76,0,60000,B,,< 1 year,MORTGAGE,Not Verified,07/01/2011
632,0.1111,4500,36,148,13.62,0,37000,B,,2 years,RENT,Source Verified,03/01/2011
633,0.1558,10750,60,259,23.7,0,43700,D,,10+ years,MORTGAGE,Verified,06/01/2010
634,0.1269,35000,60,791,6.35,0,131000,B,,2 years,MORTGAGE,Verified,11/01/2011
635,0.1528,10000,36,348,15.88,4,90000,D,,2 years,MORTGAGE,Not Verified,04/01/2011
636,0.0729,3900,36,121,7.64,0,16800,A,,n/a,MORTGAGE,Verified,04/01/2011
637,0.1183,4000,36,133,8.43,0,45000,B,,3 years,MORTGAGE,Not Verified,10/01/2009
638,0.1527,20000,60,479,12.76,0,102000,C,,6 years,MORTGAGE,Source Verified,09/01/2011
639,0.1799,3375,60,86,24.39,2,21403.44,E,,7 years,OWN,Not Verified,09/01/2011
640,0.1398,4800,36,164,3.85,0,48279.6,C,,7 years,OWN,Not Verified,06/01/2010
641,0.1065,29175,60,629,26.14,0,55000,B,,n/a,OWN,Verified,10/01/2011
642,0.0714,4000,36,124,20,0,30000,A,,< 1 year,MORTGAGE,Verified,05/01/2010
643,0.1099,9600,36,314,11.06,0,83000,B,,3 years,RENT,Source Verified,07/01/2011
644,0.0579,7500,36,227,14.1,0,20000,A,,3 years,OWN,Source Verified,12/01/2010
645,0.0963,10000,36,321,6.31,0,70000,A,,10+ years,RENT,Not Verified,01/01/2009
646,0.1565,11200,60,270,16.96,1,74243,D,,2 years,MORTGAGE,Source Verified,03/01/2011
647,0.0676,1000,36,31,6.3,0,40000,A,,4 years,RENT,Not Verified,03/01/2010
648,0.1323,7750,36,262,15.9,2,100000,C,,1 year,MORTGAGE,Not Verified,09/01/2010
649,0.1229,700,36,23,12.38,0,19000,C,,< 1 year,RENT,Not Verified,03/01/2008
650,0.1521,15000,60,359,11.47,0,80000,D,,10+ years,MORTGAGE,Source Verified,09/01/2010
651,0.1037,5400,36,175,22.67,0,28800,B,,4 years,RENT,Verified,04/01/2011
652,0.1398,10000,36,342,13.53,0,64999.92,C,,5 years,OWN,Not Verified,09/01/2010
653,0.1484,4400,36,152,9.26,0,39000,D,,2 years,OWN,Not Verified,10/01/2010
654,0.0599,10000,36,304,5.82,0,39204,A,,4 years,RENT,Not Verified,05/01/2011
655,0.0859,8800,36,278,14.29,0,66500,A,,< 1 year,MORTGAGE,Not Verified,11/01/2009
656,0.0894,10300,36,327,19.29,0,29856,A,,< 1 year,RENT,Not Verified,09/01/2009
657,0.1074,7000,36,228,18.26,0,26280,B,,< 1 year,RENT,Verified,02/01/2011
658,0.1523,5200,36,181,17.66,0,35000,C,,4 years,MORTGAGE,Verified,09/01/2011
659,0.1349,1000,36,34,17.6,0,18000,C,,< 1 year,RENT,Verified,09/01/2011
660,0.1037,10000,60,214,11.6,0,66000,B,,1 year,MORTGAGE,Source Verified,04/01/2011
661,0.1099,5500,36,180,23.45,0,24000,B,,1 year,RENT,Not Verified,08/01/2011
662,0.1065,6000,36,195,14.43,0,36000,B,,10+ years,RENT,Not Verified,12/01/2011
663,0.089,2125,36,67,21.6,0,43000,A,,n/a,RENT,Verified,12/01/2011
664,0.1149,12250,36,404,14.35,0,26000,B,,1 year,RENT,Not Verified,06/01/2010
665,0.1036,3000,36,97,12.78,0,48996,B,,2 years,RENT,Verified,12/01/2010
666,0.1825,7000,60,179,11.98,4,72000,F,,7 years,RENT,Verified,03/01/2011
667,0.0749,1775,36,55,21.36,0,55000,A,,3 years,MORTGAGE,Not Verified,07/01/2011
668,0.1632,13000,36,459,17.23,0,50500,E,,2 years,RENT,Source Verified,02/01/2009
669,0.1599,7500,36,264,22.49,0,85000,D,,6 years,MORTGAGE,Verified,05/01/2011
670,0.1799,28100,60,713,22.23,0,55000,E,,10+ years,RENT,Verified,09/01/2011
671,0.1065,13000,36,423,12.69,0,95000,B,,10+ years,MORTGAGE,Not Verified,12/01/2011
672,0.0962,14500,60,305,24.65,0,80263,B,,5 years,MORTGAGE,Verified,10/01/2010
673,0.1186,9600,60,213,13.3,0,48000,B,,1 year,OWN,Not Verified,09/01/2010
674,0.1349,3250,36,110,15.28,0,60000,C,,4 years,MORTGAGE,Verified,08/01/2011
675,0.0749,4500,36,140,4.01,0,50004,A,,10+ years,MORTGAGE,Verified,05/01/2011
676,0.1385,1000,36,34,4.83,0,28800,C,,2 years,RENT,Not Verified,05/01/2010
677,0.1099,5500,60,120,6.73,3,42996,B,,4 years,OWN,Source Verified,07/01/2011
678,0.1357,9250,36,314,19.26,0,28800,C,,3 years,RENT,Not Verified,11/01/2009
679,0.164,8400,60,206,18.91,0,26400,E,,n/a,RENT,Verified,03/01/2011
680,0.1112,8000,36,262,11.55,0,70000,B,,< 1 year,MORTGAGE,Verified,07/01/2010
681,0.1112,1800,36,59,19.96,2,71004,B,,10+ years,RENT,Not Verified,07/01/2010
682,0.1392,16000,36,546,15.36,2,110000,C,,9 years,RENT,Verified,09/01/2009
683,0.2235,25000,60,695,15.32,1,66362.04,F,,8 years,MORTGAGE,Verified,11/01/2011
684,0.0751,9000,36,280,21.11,0,57240,A,,3 years,RENT,Source Verified,11/01/2011
685,0.089,10000,36,318,18.46,0,36996,A,,5 years,RENT,Verified,10/01/2011
686,0.1596,11100,60,270,24.12,0,50000,C,,10+ years,MORTGAGE,Verified,12/01/2011
687,0.0751,12000,36,373,21.33,0,92341,A,,9 years,RENT,Not Verified,04/01/2010
688,0.0999,6900,36,223,1.59,0,28000,B,,5 years,RENT,Source Verified,07/01/2011
689,0.0925,11000,36,351,19.28,1,45000,B,,2 years,RENT,Not Verified,10/01/2010
690,0.2062,35000,60,939,18.5,0,67775,F,,3 years,MORTGAGE,Verified,05/01/2011
691,0.1599,5500,60,134,17.95,1,51000,D,,10+ years,RENT,Not Verified,07/01/2011
692,0.0729,2200,36,68,8.13,0,36000,A,,9 years,MORTGAGE,Not Verified,02/01/2011
693,0.1269,9000,36,302,12.88,0,52000,B,,< 1 year,RENT,Source Verified,12/01/2011
694,0.1483,12000,60,284,12.26,0,70000,D,,10+ years,MORTGAGE,Source Verified,12/01/2010
695,0.1111,30000,36,984,21.35,0,110000,B,,8 years,MORTGAGE,Verified,04/01/2011
696,0.152,15000,60,358,12.39,0,40000,D,,10+ years,RENT,Not Verified,10/01/2010
697,0.0766,10975,36,342,13.16,0,54000,A,,3 years,MORTGAGE,Source Verified,04/01/2011
698,0.138,1675,60,39,12.66,0,34800,C,,3 years,MORTGAGE,Not Verified,03/01/2011
699,0.1158,3000,36,99,3.89,0,50000,B,,1 year,RENT,Not Verified,05/01/2009
700,0.0579,5000,36,152,8.67,0,54000,A,,< 1 year,MORTGAGE,Not Verified,12/01/2010
701,0.1059,18000,60,388,11.89,0,45000,B,,1 year,RENT,Source Verified,05/01/2011
702,0.0751,5000,36,156,12.37,0,45000,A,,10+ years,MORTGAGE,Not Verified,12/01/2011
703,0.0617,10000,36,305,13.03,0,96500,A,,< 1 year,MORTGAGE,Verified,12/01/2010
704,0.1287,12000,36,404,22.47,0,70000,C,,7 years,RENT,Not Verified,10/01/2009
705,0.0849,5300,36,167,9.36,0,26400,A,,5 years,RENT,Source Verified,06/01/2011
706,0.2025,14000,60,373,20.58,0,42744,F,,5 years,RENT,Not Verified,08/01/2011
707,0.1199,4500,36,149,7.62,0,65000,B,,10+ years,MORTGAGE,Not Verified,05/01/2011
708,0.0991,13500,36,435,22.93,0,36000,B,,2 years,MORTGAGE,Source Verified,12/01/2011
709,0.1136,8000,36,263,4.54,0,46000,B,,10+ years,RENT,Not Verified,04/01/2010
710,0.1269,12000,60,271,12.42,0,78000,B,,10+ years,MORTGAGE,Verified,10/01/2011
711,0.1149,12000,36,396,9.48,0,90000,B,,10+ years,MORTGAGE,Verified,09/01/2010
712,0.1025,13000,36,421,13.66,0,50000,B,,10+ years,RENT,Not Verified,02/01/2010
713,0.1284,15000,36,504,0.26,0,70000,C,,< 1 year,OWN,Verified,03/01/2009
714,0.0894,12000,36,381,10.77,0,45000,A,,4 years,MORTGAGE,Not Verified,12/01/2009
715,0.0894,8650,36,275,11.8,0,30000,A,,4 years,RENT,Verified,11/01/2009
716,0.0691,10400,36,321,14.11,0,30456,A,,< 1 year,RENT,Source Verified,12/01/2010
717,0.0542,12000,36,362,16,0,87278,A,,3 years,MORTGAGE,Verified,09/01/2011
718,0.1171,30000,36,992,8.79,0,200100,B,,10+ years,MORTGAGE,Verified,09/01/2011
719,0.1112,5500,36,180,3.13,0,36396,B,,9 years,MORTGAGE,Not Verified,08/01/2010
720,0.0766,3000,60,60,11.36,0,43200,A,,10+ years,OWN,Not Verified,04/01/2011
721,0.1349,6000,36,204,12.48,0,50000,C,,3 years,MORTGAGE,Not Verified,11/01/2011
722,0.0888,6000,60,124,2.81,0,144500,B,,10+ years,MORTGAGE,Not Verified,12/01/2010
723,0.1714,12000,60,299,15.86,0,65061,E,,10+ years,RENT,Source Verified,04/01/2011
724,0.1062,24250,36,790,8.37,0,90000,B,,5 years,MORTGAGE,Verified,05/01/2010
725,0.1645,6000,36,212,6.48,2,70000,E,,10+ years,MORTGAGE,Source Verified,09/01/2010
726,0.0838,2500,36,79,10.61,0,31000,A,,< 1 year,OWN,Not Verified,01/01/2008
727,0.1417,8400,60,196,12.86,0,22200,C,,< 1 year,RENT,Source Verified,03/01/2011
728,0.2053,25000,60,670,14.86,0,150000,G,,10+ years,MORTGAGE,Source Verified,06/01/2010
729,0.0729,2500,36,78,11.25,0,24000,A,,< 1 year,OWN,Source Verified,02/01/2011
730,0.1062,25000,60,539,0.2,0,3900000,B,,3 years,MORTGAGE,Not Verified,06/01/2010
731,0.0654,3200,36,98,19.31,0,45000,A,,3 years,RENT,Not Verified,11/01/2010
732,0.1523,20000,60,478,13.9,0,55000,C,,10+ years,MORTGAGE,Verified,08/01/2011
733,0.1677,7600,60,188,6.29,0,50000,D,,5 years,OWN,Source Verified,12/01/2011
734,0.0859,13000,36,411,2.87,0,46800,A,,4 years,MORTGAGE,Not Verified,09/01/2009
735,0.079,12000,60,243,1.88,0,80000,A,,6 years,MORTGAGE,Not Verified,10/01/2011
736,0.1357,9000,36,306,11.14,0,33300,C,,2 years,OWN,Not Verified,11/01/2009
737,0.0962,25000,36,802,12.94,0,120000,B,,3 years,MORTGAGE,Verified,12/01/2010
738,0.1242,12600,36,421,23.73,0,38000,B,,10+ years,OWN,Verified,11/01/2011
739,0.1379,11200,36,382,18.82,1,72800,C,,10+ years,MORTGAGE,Source Verified,02/01/2009
740,0.1349,12000,60,276,9.88,0,130000,C,,10+ years,MORTGAGE,Not Verified,07/01/2011
741,0.1632,20000,60,490,15.85,0,102996,D,,6 years,MORTGAGE,Verified,09/01/2010
742,0.1349,12025,36,408,19.99,0,100000,C,,< 1 year,MORTGAGE,Verified,07/01/2011
743,0.1099,13700,60,298,29.65,0,78804,B,,7 years,MORTGAGE,Verified,09/01/2011
744,0.1565,8000,60,193,10.41,0,55000,D,,8 years,RENT,Source Verified,03/01/2011
745,0.1645,17500,36,619,18,0,44000,E,,3 years,RENT,Not Verified,03/01/2010
746,0.0962,6925,36,222,15.4,0,78000,B,,< 1 year,RENT,Verified,12/01/2010
747,0.1743,25000,60,627,13.85,0,120000,E,,n/a,MORTGAGE,Verified,11/01/2010
748,0.0788,2500,36,78,15.15,0,45000,A,,6 years,MORTGAGE,Verified,04/01/2010
749,0.1095,8500,36,278,0.43,0,42000,B,,9 years,MORTGAGE,Source Verified,08/01/2009
750,0.0603,15000,36,457,15.45,0,86000,A,,2 years,MORTGAGE,Verified,11/01/2011
751,0.1299,24000,60,546,11.88,0,70000,C,,10+ years,MORTGAGE,Source Verified,06/01/2011
752,0.1199,24000,60,534,0.35,0,84996,B,,10+ years,MORTGAGE,Verified,06/01/2011
753,0.0788,14000,36,438,4.98,0,47000,A,,2 years,OWN,Not Verified,02/01/2010
754,0.1969,25000,60,658,14.56,0,37506.48,E,,9 years,RENT,Verified,07/01/2011
755,0.1629,8000,36,282,11.9,0,75000,D,,7 years,MORTGAGE,Source Verified,10/01/2011
756,0.0774,7000,36,219,4.29,0,26000,A,,10+ years,MORTGAGE,Not Verified,11/01/2009
757,0.1562,9000,36,315,13.5,0,24000,D,,< 1 year,RENT,Source Verified,05/01/2011
758,0.1149,16000,60,352,15.01,0,140004,B,,3 years,MORTGAGE,Source Verified,09/01/2010
759,0.0849,12000,36,379,23.72,0,85920,A,,3 years,MORTGAGE,Verified,06/01/2011
760,0.0599,6000,36,183,0.9,0,56000,A,,4 years,MORTGAGE,Source Verified,05/01/2011
761,0.1483,16000,60,379,2.26,0,67000,D,,< 1 year,RENT,Verified,11/01/2010
762,0.1903,8000,60,208,17.3,0,108000,E,,10+ years,RENT,Source Verified,12/01/2011
763,0.1398,13000,36,444,11.74,0,55000,C,,4 years,MORTGAGE,Not Verified,06/01/2010
764,0.1299,5000,36,168,6.21,0,64000,C,,2 years,RENT,Not Verified,08/01/2011
765,0.1491,6000,60,142,4.23,0,140000,D,,3 years,RENT,Not Verified,04/01/2011
766,0.0925,11000,36,351,16.87,1,74256,B,,1 year,MORTGAGE,Not Verified,11/01/2010
767,0.1171,4925,36,163,10.33,0,46000,B,,9 years,OWN,Not Verified,11/01/2011
768,0.1335,6400,36,217,11.5,1,50000,C,,< 1 year,RENT,Not Verified,11/01/2010
769,0.0766,10000,36,312,3,0,30000,A,,10+ years,OWN,Verified,03/01/2011
770,0.1112,13000,60,283,16.77,0,90000,B,,10+ years,MORTGAGE,Source Verified,09/01/2010
771,0.1562,9000,36,315,6.41,0,38400,D,,1 year,RENT,Not Verified,06/01/2011
772,0.1399,3000,36,103,20,0,39000,C,,10+ years,MORTGAGE,Source Verified,06/01/2011
773,0.1299,8000,36,270,15.43,1,48000,C,,n/a,RENT,Verified,07/01/2011
774,0.0729,6500,36,202,15.22,0,97192,A,,3 years,MORTGAGE,Not Verified,02/01/2011
775,0.1427,10000,36,343,13.46,0,75000,C,,10+ years,OWN,Source Verified,12/01/2011
776,0.1149,10000,60,220,3.47,0,83000,B,,10+ years,MORTGAGE,Source Verified,07/01/2010
777,0.0751,6000,36,187,13.15,0,125004,A,,10+ years,RENT,Source Verified,09/01/2011
778,0.1299,14750,36,497,19.97,0,42000,C,,6 years,MORTGAGE,Source Verified,06/01/2011
779,0.1461,2800,36,97,3.14,0,13380,D,,< 1 year,RENT,Not Verified,01/01/2010
780,0.0788,12000,36,375,7.34,0,26004,A,,10+ years,MORTGAGE,Verified,10/01/2010
781,0.079,2700,36,84,23.18,0,32000,A,,1 year,RENT,Not Verified,09/01/2011
782,0.1523,3000,36,104,1.03,0,42000,C,,< 1 year,MORTGAGE,Source Verified,07/01/2011
783,0.1299,30000,60,682,10.04,0,80000,C,,5 years,MORTGAGE,Verified,07/01/2011
784,0.089,17500,36,556,7.01,0,84000,A,,9 years,OWN,Verified,11/01/2011
785,0.1682,22000,60,545,18.04,0,200000,E,,< 1 year,RENT,Source Verified,09/01/2010
786,0.1267,16000,36,537,10.13,1,91200,D,,3 years,RENT,Not Verified,01/01/2008
787,0.0617,10000,36,305,1.55,0,120000,A,,10+ years,MORTGAGE,Verified,11/01/2010
788,0.1189,9000,36,298,8.12,0,98736,B,,10+ years,OWN,Not Verified,05/01/2009
789,0.0788,5000,36,156,1,0,10800,A,,10+ years,RENT,Source Verified,09/01/2010
790,0.1417,10000,36,343,14.15,0,144000,C,,10+ years,MORTGAGE,Not Verified,04/01/2011
791,0.1065,27575,36,898,12.27,0,54000,B,,1 year,MORTGAGE,Verified,12/01/2011
792,0.0676,1200,36,37,17.98,0,38304,A,,6 years,MORTGAGE,Not Verified,05/01/2010
793,0.1065,10000,36,326,24.15,0,40000,B,,10+ years,RENT,Not Verified,11/01/2011
794,0.1347,20000,36,678,7.28,0,184000,C,,6 years,MORTGAGE,Verified,03/01/2009
795,0.1242,6000,36,200,20.92,1,26500,B,,9 years,RENT,Source Verified,12/01/2011
796,0.1442,11300,36,389,22.29,0,56472,D,,5 years,RENT,Verified,06/01/2009
797,0.1367,6000,36,204,22.78,0,44782.4,D,,10+ years,MORTGAGE,Not Verified,12/01/2008
798,0.2099,20950,60,567,19.92,0,46800,F,,1 year,MORTGAGE,Verified,09/01/2011
799,0.1033,7500,36,243,5.41,0,87000,B,,1 year,RENT,Not Verified,08/01/2008
800,0.0542,11000,36,332,24.66,0,39520,A,,8 years,RENT,Not Verified,03/01/2011
801,0.1663,15000,36,532,11.15,0,59950,E,,8 years,MORTGAGE,Verified,02/01/2009
802,0.0603,6200,36,189,18.2,0,26500,A,,5 years,MORTGAGE,Not Verified,12/01/2011
803,0.1171,35000,60,773,5.54,0,155000,B,,3 years,RENT,Verified,10/01/2011
804,0.1242,17000,36,568,17.91,0,60500,B,,6 years,OWN,Not Verified,12/01/2011
805,0.1186,3000,36,99,18.04,0,27600,B,,10+ years,MORTGAGE,Not Verified,08/01/2010
806,0.1649,5000,36,177,13.5,0,24000,D,,4 years,RENT,Source Verified,07/01/2011
807,0.1149,5000,60,110,8.33,0,35004,B,,4 years,RENT,Verified,06/01/2010
808,0.0654,20000,60,392,19.48,0,63500,A,,6 years,OWN,Verified,11/01/2010
809,0.087,10000,36,317,19.45,0,24000,B,,3 years,RENT,Not Verified,12/01/2007
810,0.1149,10425,36,344,18.6,0,98320,B,,10+ years,MORTGAGE,Verified,05/01/2011
811,0.1793,12000,60,304,23.62,1,72000,E,,10+ years,MORTGAGE,Not Verified,06/01/2010
812,0.1171,16000,60,354,10.75,0,48000,B,,4 years,MORTGAGE,Source Verified,12/01/2011
813,0.0579,4000,36,121,19.82,0,27000,A,,< 1 year,RENT,Not Verified,11/01/2010
814,0.0751,2400,36,75,12.02,0,49500,A,,2 years,MORTGAGE,Not Verified,07/01/2010
815,0.1186,7000,36,232,16.99,0,24996,B,,8 years,RENT,Source Verified,08/01/2010
816,0.1751,15000,60,377,13.2,0,37000,E,,8 years,MORTGAGE,Verified,04/01/2011
817,0.074,1000,36,31,3.31,0,45000,A,,5 years,RENT,Not Verified,01/01/2010
818,0.0999,9000,36,290,11.12,0,46200,B,,5 years,RENT,Not Verified,05/01/2011
819,0.1348,12000,36,407,11.18,0,105000,C,,10+ years,MORTGAGE,Not Verified,01/01/2010
820,0.1253,6000,36,201,24.71,0,33996,C,,1 year,RENT,Not Verified,02/01/2009
821,0.1426,1000,36,34,13.54,0,7000,C,,2 years,RENT,Not Verified,11/01/2009
822,0.1426,18000,36,617,16.04,0,65000,C,,8 years,RENT,Not Verified,10/01/2009
823,0.1335,12500,60,287,17.88,1,78000,C,,3 years,MORTGAGE,Source Verified,01/01/2011
824,0.1323,25000,60,572,4.93,0,113000,C,,9 years,MORTGAGE,Verified,08/01/2010
825,0.0714,12000,36,371,16.2,0,30000,A,,8 years,MORTGAGE,Source Verified,07/01/2010
826,0.1399,5000,60,116,17.22,0,78000,C,,2 years,MORTGAGE,Verified,05/01/2011
827,0.1242,20000,60,449,6.36,0,80000,B,,10+ years,MORTGAGE,Verified,11/01/2011
828,0.1323,10000,60,229,10.79,0,38700,C,,8 years,MORTGAGE,Not Verified,07/01/2010
829,0.0963,1800,36,58,8.52,0,39996,A,,2 years,RENT,Not Verified,07/01/2009
830,0.1,4750,36,153,24.78,0,24600,B,,1 year,OWN,Source Verified,03/01/2011
831,0.1523,12000,36,417,14.85,0,88000,C,,3 years,MORTGAGE,Source Verified,08/01/2011
832,0.1186,18000,60,399,24.72,0,52000,B,,8 years,RENT,Verified,10/01/2010
833,0.1189,1000,36,33,5.57,1,87000,B,,10+ years,MORTGAGE,Not Verified,07/01/2009
834,0.1287,5000,36,168,13.14,0,33600,C,,8 years,RENT,Not Verified,11/01/2009
835,0.0962,8000,60,168,18.54,0,55200,B,,4 years,RENT,Verified,01/01/2011
836,0.1099,24000,36,786,7.08,0,135000,B,,8 years,RENT,Verified,07/01/2011
837,0.1817,19200,60,489,18.41,0,65000,F,,6 years,MORTGAGE,Verified,12/01/2010
838,0.1629,1500,36,53,24.63,3,45996,D,,10+ years,MORTGAGE,Source Verified,10/01/2011
839,0.1558,10000,36,350,14.78,2,50000,D,,2 years,RENT,Source Verified,09/01/2010
840,0.1461,2500,36,86,15.23,0,64999.92,D,,9 years,MORTGAGE,Not Verified,11/01/2009
841,0.1038,14400,36,467,18.14,0,41604,B,,1 year,OWN,Source Verified,08/01/2010
842,0.1199,1000,60,22,6.45,0,56196,B,,5 years,MORTGAGE,Verified,09/01/2011
843,0.1037,24000,60,514,11.68,0,52000,B,,10+ years,MORTGAGE,Verified,04/01/2011
844,0.1491,10000,60,237,10.35,0,35000,D,,5 years,RENT,Verified,02/01/2011
845,0.1459,13350,36,460,12.19,1,56000,D,,< 1 year,RENT,Not Verified,02/01/2010
846,0.1479,21000,60,497,24.2,0,55000,C,,9 years,RENT,Verified,09/01/2011
847,0.16,10000,36,352,17.94,1,112000,E,,3 years,MORTGAGE,Not Verified,02/01/2009
848,0.0692,7200,36,222,11.72,0,85000,A,,3 years,MORTGAGE,Not Verified,04/01/2011
849,0.1099,22000,36,720,12.79,0,82000,B,,6 years,RENT,Verified,03/01/2010
850,0.1521,7750,36,269,8.19,0,40000,D,,4 years,MORTGAGE,Verified,07/01/2010
851,0.0662,5200,36,160,9.08,0,49536,A,,10+ years,MORTGAGE,Not Verified,09/01/2011
852,0.1479,6000,60,142,23.64,0,38480,C,,8 years,MORTGAGE,Not Verified,05/01/2011
853,0.1355,8500,36,289,17.56,0,28700,D,,6 years,RENT,Not Verified,03/01/2008
854,0.1991,12000,60,317,15.69,0,65000,E,,< 1 year,RENT,Source Verified,10/01/2011
